Stock Code,Real Time Available Volume for SBL Short Sales,Last Modify,
"3356" TT,"33816","13:24:14.32"
"3360" TT,"266508",""
"3362" TT,"3383188","13:29:25.54"
"3363" TT,"197254","11:18:03.14"
"3372" TT,"0",""
"3373" TT,"23958",""
"3374" TT,"2955267","13:23:27.57"
"3376" TT,"366803","13:24:45.21"
"3379" TT,"57116",""
"3380" TT,"1431905","13:29:35.38"
"3383" TT,"55513",""
"3388" TT,"17783",""
"3390" TT,"222309","13:24:44.30"
"3402" TT,"235158",""
"3406" TT,"2375293","13:23:23.62"
"3413" TT,"1316378","13:29:25.81"
"3416" TT,"24131","10:09:25.63"
"3419" TT,"201368",""
"3428" TT,"3129679","13:24:52.33"
"3431" TT,"0",""
"3432" TT,"68853",""
"3434" TT,"3510",""
"3437" TT,"1356532",""
"3438" TT,"157557",""
"3441" TT,"2223405",""
"3443" TT,"1960636","13:32:11.45"
"3444" TT,"14251",""
"3450" TT,"515307","13:29:01.03"
"3452" TT,"0",""
"3454" TT,"455341","13:29:08.71"
"3455" TT,"447071","13:24:59.04"
"3466" TT,"4556",""
"3479" TT,"61689",""
"3481" TT,"619","08:57:28.04"
"3483" TT,"90121",""
"3484" TT,"114213",""
"3489" TT,"10241",""
"3490" TT,"113734","13:24:54.30"
"3491" TT,"388484","13:24:36.27"
"3492" TT,"247938",""
"3494" TT,"131119","13:23:37.52"
"3498" TT,"651766",""
"3499" TT,"384972",""
"3501" TT,"98203","13:24:15.12"
"3504" TT,"1534959","13:29:43.87"
"3508" TT,"260147",""
"3511" TT,"15570",""
"3512" TT,"427995",""
"3514" TT,"430","13:12:48.95"
"3515" TT,"673390","13:24:02.31"
"3516" TT,"35984",""
"3518" TT,"19555",""
"3519" TT,"4",""
"3520" TT,"0",""
"3521" TT,"0",""
"3522" TT,"115851","13:24:43.59"
"3523" TT,"0",""
"3526" TT,"520174","13:24:52.34"
"3527" TT,"125774","13:29:18.16"
"3528" TT,"110735",""
"3529" TT,"77544","13:27:56.63"
"3531" TT,"65836",""
"3532" TT,"690920","11:53:16.91"
"3533" TT,"764147","13:24:18.71"
"3535" TT,"300429",""
"3537" TT,"68966",""
"3540" TT,"191101",""
"3541" TT,"120122","13:24:16.17"
"3545" TT,"1973756","09:46:33.88"
"3546" TT,"147725","13:29:16.11"
"3548" TT,"178044","13:24:32.45"
"3550" TT,"48843","13:25:00.99"
"3551" TT,"144971",""
"3552" TT,"972947",""
"3553" TT,"0",""
"3555" TT,"15648",""
"3556" TT,"106056","13:29:18.40"
"3558" TT,"90962","13:29:13.77"
"3561" TT,"601490","13:29:16.58"
"3563" TT,"640961","13:24:35.21"
"3564" TT,"11154",""
"3567" TT,"56035",""
"3576" TT,"135833","13:29:20.25"
"3577" TT,"8895",""
"3579" TT,"244509","09:27:23.38"
"3580" TT,"0",""
"3581" TT,"77577",""
"3583" TT,"94587","13:25:01.02"
"3587" TT,"105006","13:29:27.01"
"3588" TT,"43496",""
"3591" TT,"118514","13:24:11.71"
"3594" TT,"151595",""
"3596" TT,"860437","13:24:54.38"
"3605" TT,"216738","13:25:01.04"
"3607" TT,"32292","13:25:05.16"
"3609" TT,"6541",""
"3611" TT,"30554","13:24:31.44"
"3615" TT,"179097",""
"3617" TT,"47169","13:24:10.86"
"3622" TT,"518792","13:15:24.39"
"3623" TT,"40547",""
"3624" TT,"36439",""
"3625" TT,"929475","13:24:57.54"
"3628" TT,"15389",""
"3630" TT,"2189848",""
"3631" TT,"14610",""
"3632" TT,"58767",""
"3642" TT,"53090",""
"3645" TT,"504558","13:29:16.00"
"3646" TT,"19823",""
"3652" TT,"18243",""
"3653" TT,"358308","13:24:24.92"
"3661" TT,"2069599","13:24:58.55"
"3663" TT,"14798",""
"3664" TT,"72394",""
"3665" TT,"798192","13:29:14.92"
"3666" TT,"221117",""
"3669" TT,"18522",""
"3672" TT,"18888",""
"3673" TT,"6257592","13:29:16.23"
"3675" TT,"152921",""
"3679" TT,"62046",""
"3680" TT,"63792",""
"3682" TT,"1715632",""
"3685" TT,"13563",""
"3686" TT,"303352",""
"3687" TT,"31052",""
"3689" TT,"597100","13:24:55.26"
"3691" TT,"221219","13:29:26.50"
"3693" TT,"26963",""
"3694" TT,"364290",""
"3698" TT,"327238","13:24:36.06"
"3702" TT,"1971878","13:29:01.09"
"3703" TT,"230020","13:23:36.62"
"3704" TT,"46693","13:29:08.01"
"3705" TT,"74423","13:29:23.00"
"3706" TT,"730146","13:29:00.83"
"3707" TT,"1674740","13:25:05.25"
"3708" TT,"306184",""
"4102" TT,"13513",""
"4103" TT,"13286",""
"4104" TT,"90650","13:24:07.28"
"4105" TT,"313415","13:26:00.21"
"4106" TT,"34437",""
"4107" TT,"197465","13:29:14.79"
"4108" TT,"121554","13:25:05.16"
"4109" TT,"48567",""
"4111" TT,"41696",""
"4113" TT,"76505",""
"4114" TT,"147215","13:24:54.13"
"4116" TT,"17834",""
"4119" TT,"60850","13:24:54.11"
"4120" TT,"55954",""
"4121" TT,"65629",""
"4123" TT,"79069","13:29:24.88"
"4126" TT,"42792",""
"4127" TT,"47375",""
"4128" TT,"209563","13:19:11.27"
"4129" TT,"149760","13:29:19.99"
"4130" TT,"125298","13:24:21.60"
"4133" TT,"65272",""
"4137" TT,"204607","13:24:14.13"
"4138" TT,"15844",""
"4141" TT,"54505","13:24:13.09"
"4142" TT,"104873","13:24:05.23"
"4144" TT,"33238","13:24:08.36"
"4147" TT,"611385","13:25:03.57"
"4153" TT,"21898",""
"4161" TT,"42888",""
"4162" TT,"401708","13:29:15.99"
"4163" TT,"47897","08:53:58.96"
"4164" TT,"59004","09:01:19.84"
"4167" TT,"142654",""
"4173" TT,"94302",""
"4174" TT,"416733","13:29:25.16"
"4175" TT,"9227",""
"4180" TT,"39496","13:29:15.92"
"4190" TT,"43458",""
"4205" TT,"37993","13:23:43.55"
"4207" TT,"52165",""
"4303" TT,"54159",""
"4304" TT,"0",""
"4305" TT,"2639",""
"4306" TT,"76657","13:24:00.24"
"4401" TT,"36760","11:02:09.72"
"4406" TT,"6350",""
"4413" TT,"0",""
"4414" TT,"556794","13:24:32.07"
"4416" TT,"1044",""
"4417" TT,"89290",""
"4420" TT,"20285",""
"4426" TT,"178090","13:24:03.05"
"4429" TT,"5420",""
"4430" TT,"6856",""
"4432" TT,"14087",""
"4433" TT,"5594",""
"4438" TT,"50663","13:29:09.01"
"4502" TT,"265380",""
"4506" TT,"43490",""
"4510" TT,"304718",""
"4513" TT,"93420",""
"4523" TT,"23234",""
"4526" TT,"49161","13:23:56.99"
"4527" TT,"23204",""
"4528" TT,"323220","13:24:23.35"
"4529" TT,"368156","13:24:28.37"
"4530" TT,"0",""
"4532" TT,"692229","13:24:48.13"
"4533" TT,"163521",""
"4534" TT,"153399",""
"4535" TT,"10386",""
"4536" TT,"6292","13:23:05.08"
"4541" TT,"20515",""
"4543" TT,"7470",""
"4545" TT,"22107",""
"4549" TT,"23825",""
"4550" TT,"12193",""
"4551" TT,"178499","13:25:03.90"
"4552" TT,"442331",""
"4555" TT,"9556",""
"4556" TT,"2933",""
"4557" TT,"68965",""
"4609" TT,"0",""
"4706" TT,"9944",""
"4707" TT,"88440",""
"4711" TT,"21378",""
"4712" TT,"0",""
"4714" TT,"693926",""
"4716" TT,"62504",""
"4720" TT,"12007",""
"4721" TT,"3762477",""
"4722" TT,"48101",""
"4725" TT,"123722","13:24:01.25"
"4728" TT,"45661",""
"4735" TT,"129326",""
"4736" TT,"79764","13:28:52.73"
"4737" TT,"19537",""
"4739" TT,"1845330","13:24:03.19"
"4743" TT,"117523",""
"4745" TT,"33139",""
"4746" TT,"71695","13:29:16.62"
"4747" TT,"8363",""
"4755" TT,"47446",""
"4763" TT,"37358","13:24:49.45"
"4803" TT,"93058",""
"4804" TT,"86821","09:01:00.40"
"4806" TT,"219278","13:24:56.92"
"4903" TT,"822072",""
"4904" TT,"643642","13:25:01.18"
"4905" TT,"40502",""
"4906" TT,"862","13:29:01.29"
"4907" TT,"6688",""
"4908" TT,"53868",""
"4909" TT,"39526",""
"4912" TT,"75846","13:24:27.42"
"4915" TT,"797662","13:29:01.93"
"4916" TT,"324293","13:24:36.32"
"4919" TT,"1263512","13:24:46.04"
"4924" TT,"0",""
"4927" TT,"11","10:36:55.84"
"4930" TT,"42356",""
"4933" TT,"29700",""
"4934" TT,"469570","13:29:15.92"
"4935" TT,"183628","13:24:35.12"
"4938" TT,"1512176","13:29:11.43"
"4939" TT,"925421","13:24:35.10"
"4942" TT,"29793",""
"4943" TT,"840042",""
"4944" TT,"85177",""
"4947" TT,"292119",""
"4952" TT,"111718","13:29:05.71"
"4953" TT,"34600",""
"4956" TT,"406512","13:24:53.44"
"4958" TT,"1092719","13:29:24.08"
"4960" TT,"1497863",""
"4966" TT,"440649",""
"4968" TT,"690144","13:24:43.21"
"4971" TT,"118111","09:57:02.24"
"4972" TT,"12822",""
"4973" TT,"52593",""
"4974" TT,"467074",""
"4976" TT,"2447411","09:27:23.14"
"4977" TT,"465117","13:28:52.61"
"4979" TT,"157778","13:25:05.11"
"4984" TT,"127192","13:24:49.47"
"4991" TT,"579564",""
"4994" TT,"21873",""
"4995" TT,"12126",""
"4999" TT,"60022",""
"5007" TT,"89655","13:29:06.72"
"5009" TT,"330327","13:29:18.71"
"5011" TT,"1890",""
"5013" TT,"38260",""
"5014" TT,"1883851","13:29:06.72"
"5015" TT,"53234",""
"5016" TT,"12478",""
"5102" TT,"27178",""
"5201" TT,"91580",""
"5202" TT,"0",""
"5203" TT,"21468",""
"5206" TT,"10042",""
"5210" TT,"49298",""
"5211" TT,"14076",""
"5212" TT,"0",""
"5213" TT,"138766","13:23:36.31"
"5215" TT,"25310","13:25:01.32"
"5225" TT,"60459",""
"5230" TT,"206701","12:41:15.64"
"5234" TT,"76059",""
"5243" TT,"905709","13:24:45.41"
"5245" TT,"126942","13:24:49.36"
"5251" TT,"72253",""
"5255" TT,"650700",""
"5258" TT,"49452",""
"5263" TT,"137197",""
"5264" TT,"888035","14:53:49.76"
"5269" TT,"451476","13:25:02.41"
"5272" TT,"118843",""
"5274" TT,"47865","12:04:36.68"
"5281" TT,"30426",""
"5284" TT,"29685",""
"5285" TT,"153653",""
"5287" TT,"33861",""
"5288" TT,"58922","13:24:37.23"
"5289" TT,"681600","13:27:07.97"
"5291" TT,"94092",""
"5301" TT,"23752",""
"5302" TT,"66642",""
"5304" TT,"0",""
"5305" TT,"475384","12:59:20.20"
"5306" TT,"64655","13:24:43.23"
"5309" TT,"110741",""
"5310" TT,"22883",""
"5312" TT,"8154",""
"5314" TT,"0",""
"5315" TT,"160939",""
"5317" TT,"120697",""
"5321" TT,"2691",""
"5324" TT,"0",""
"5328" TT,"141320",""
"5340" TT,"0",""
"5344" TT,"0",""
"5345" TT,"0",""
"5347" TT,"513253","13:29:24.77"
"5349" TT,"223121","13:29:24.96"
"5351" TT,"226888",""
"5353" TT,"21028",""
"5355" TT,"74292",""
"5356" TT,"76453",""
"5371" TT,"342412","13:24:37.13"
"5381" TT,"0",""
"5383" TT,"0",""
"5386" TT,"25473",""
"5388" TT,"266411","13:29:41.13"
"5392" TT,"196176","13:29:25.45"
"5398" TT,"15183",""
"5403" TT,"85897",""
"5410" TT,"69123",""
"5425" TT,"578155","13:29:20.73"
"5426" TT,"82723",""
"5432" TT,"984",""
"5434" TT,"144670","13:29:24.95"
"5438" TT,"103060",""
"5439" TT,"219451",""
"5443" TT,"412751","13:29:12.85"
"5450" TT,"0",""
"5452" TT,"65531",""
"5455" TT,"0",""
"5457" TT,"1535015","13:28:10.82"
"5460" TT,"42380",""
"5464" TT,"22520",""
"5465" TT,"285110",""
"5468" TT,"0",""
"5469" TT,"584290","13:24:42.37"
"5471" TT,"134598","13:29:24.70"
"5474" TT,"54839",""
"5475" TT,"0",""
"5478" TT,"100649","13:29:08.35"
"5480" TT,"80898",""
"5481" TT,"46153",""
"5483" TT,"4719285","13:29:17.95"
"5487" TT,"8712",""
"5488" TT,"99333",""
"5489" TT,"20278",""
"5490" TT,"181348","13:29:27.62"
"5491" TT,"233733",""
"5493" TT,"9385",""
"5498" TT,"177560",""
"5508" TT,"89507",""
"5512" TT,"373410",""
"5514" TT,"9935",""
"5515" TT,"38718","13:24:16.26"
"5516" TT,"3590",""
"5519" TT,"30882",""
"5520" TT,"2260",""
"5521" TT,"315847","13:19:33.97"
"5522" TT,"313241","13:24:52.34"
"5523" TT,"13373",""
"5525" TT,"12768","13:23:54.23"
"5529" TT,"0",""
"5530" TT,"461660","13:29:16.94"
"5531" TT,"81512","13:23:51.51"
"5533" TT,"101860",""
"5534" TT,"283838","13:29:16.58"
"5536" TT,"286380","13:32:06.14"
"5538" TT,"9279",""
"5603" TT,"37068",""
"5604" TT,"3070",""
"5607" TT,"104201",""
"5608" TT,"129825","13:24:18.85"
"5609" TT,"150005",""
"5701" TT,"0",""
"5703" TT,"16050",""
"5704" TT,"1386",""
"5706" TT,"14271",""
"5820" TT,"368699","13:23:57.19"
"5871" TT,"731617","13:29:24.27"
"5880" TT,"3794410","13:24:49.06"
"5902" TT,"0",""
"5903" TT,"6478","13:29:07.23"
"5904" TT,"16782",""
"5905" TT,"70148",""
"5907" TT,"82813","13:24:17.83"
"6005" TT,"410138","13:25:05.17"
"6015" TT,"151278",""
"6016" TT,"316188",""
"6020" TT,"11954",""
"6021" TT,"88054",""
"6023" TT,"20858",""
"6024" TT,"106392","13:24:04.33"
"6026" TT,"315105",""
"6101" TT,"0",""
"6103" TT,"0",""
"6104" TT,"177601",""
"6105" TT,"318511",""
"6107" TT,"470277",""
"6108" TT,"699106","13:24:32.06"
"6109" TT,"12007",""
"6111" TT,"387683","13:25:03.53"
"6112" TT,"64434",""
"6113" TT,"17076",""
"6114" TT,"75025",""
"6115" TT,"32643","13:24:07.06"
"6116" TT,"29054897",""
"6117" TT,"9608",""
"6118" TT,"63761",""
"6120" TT,"380642","11:33:46.10"
"6121" TT,"530587",""
"6122" TT,"191416",""
"6123" TT,"220841",""
"6124" TT,"1620",""
"6125" TT,"80386",""
"6126" TT,"189987",""
"6127" TT,"654014",""
"6128" TT,"22516",""
"6129" TT,"106213",""
"6133" TT,"88334",""
"6134" TT,"0",""
"6136" TT,"35487","13:25:01.43"
"6138" TT,"992172",""
"6139" TT,"835213","13:29:23.28"
"6140" TT,"2059",""
"6141" TT,"879155","13:25:01.46"
"6142" TT,"554314","09:32:25.49"
"6143" TT,"248005","13:29:04.89"
"6144" TT,"0",""
"6145" TT,"508613","13:29:11.77"
"6146" TT,"72549","13:29:27.84"
"6147" TT,"2730592","13:24:09.10"
"6148" TT,"27776",""
"6150" TT,"0",""
"6151" TT,"54925",""
"6152" TT,"77303","09:27:23.33"
"6153" TT,"363409","13:29:23.95"
"6154" TT,"6840",""
"6155" TT,"69319",""
"6156" TT,"242067","13:24:51.17"
"6158" TT,"127177",""
"6160" TT,"38715",""
"6161" TT,"226891",""
"6163" TT,"73203",""
"6164" TT,"61233","12:53:20.87"
"6166" TT,"173324","13:24:11.98"
"6167" TT,"0",""
"6168" TT,"557855","09:27:23.34"
"6170" TT,"137893",""
"6171" TT,"11721",""
"6173" TT,"1338486","10:55:06.80"
"6174" TT,"5992",""
"6175" TT,"467034",""
"6176" TT,"1353691","13:29:33.60"
"6177" TT,"257384",""
"6179" TT,"25566",""
"6180" TT,"113943","13:27:49.07"
"6182" TT,"6820577","13:29:02.35"
"6183" TT,"13666",""
"6184" TT,"30751","13:24:07.35"
"6185" TT,"128772",""
"6186" TT,"29458",""
"6187" TT,"127855","13:28:00.77"
"6188" TT,"835886","13:29:26.80"
"6189" TT,"120837",""
"6190" TT,"583570","13:24:46.33"
"6191" TT,"681715","13:29:05.96"
"6194" TT,"27472",""
"6195" TT,"33528",""
"6196" TT,"476824","13:24:33.09"
"6197" TT,"165350","13:29:23.81"
"6201" TT,"35870",""
"6202" TT,"251618","13:29:09.79"
"6203" TT,"10779",""
"6204" TT,"19046",""
"6205" TT,"146393","09:29:34.69"
"6206" TT,"62164","13:29:11.67"
"6207" TT,"242057","13:24:27.34"
"6208" TT,"833043",""
"6209" TT,"3152738","13:00:45.94"
"6210" TT,"55904",""
"6212" TT,"1231",""
"6213" TT,"838044","13:29:14.79"
"6214" TT,"132048","13:29:08.97"
"6215" TT,"859911","13:24:12.52"
"6216" TT,"57452",""
"6217" TT,"255586",""
"6218" TT,"41742",""
"6220" TT,"1399692","13:29:20.71"
"6221" TT,"12969",""
"6222" TT,"0",""
"6223" TT,"237866","13:29:16.23"
"6224" TT,"106439","13:24:46.60"
"6226" TT,"251328","11:27:40.56"
"6227" TT,"23175",""
"6228" TT,"0",""
"6229" TT,"73882",""
"6230" TT,"170058","13:29:16.27"
"6231" TT,"366065",""
"6233" TT,"128133",""
"6234" TT,"85339",""
"6235" TT,"324337","13:25:01.62"
"6237" TT,"72676",""
"6238" TT,"366625","13:24:33.07"
"6239" TT,"960422","13:24:24.56"
"6240" TT,"447",""
"6241" TT,"0",""
"6244" TT,"258",""
"6245" TT,"151418","13:29:22.65"
"6246" TT,"5356",""
"6248" TT,"1189",""
"6251" TT,"1527342","13:29:10.90"
"6257" TT,"365933","13:29:19.94"
"6261" TT,"591444","13:29:04.89"
"6263" TT,"56093",""
"6264" TT,"0",""
"6265" TT,"169017",""
"6266" TT,"118781",""
"6269" TT,"2013184","13:25:23.79"
"6270" TT,"37540",""
"6271" TT,"285396","13:32:07.26"
"6274" TT,"1681979","13:24:48.69"
"6275" TT,"831158",""
"6276" TT,"92056",""
"6277" TT,"55159","13:29:18.05"
"6278" TT,"86933","13:29:14.68"
"6279" TT,"120744","13:29:24.68"
"6281" TT,"14252","13:23:47.55"
"6282" TT,"714765","13:29:04.82"
"6283" TT,"381289","13:17:44.51"
"6284" TT,"580083","13:24:56.51"
"6285" TT,"819265","13:27:01.03"
"6287" TT,"0",""
"6290" TT,"844269",""
"6291" TT,"0",""
"6292" TT,"60398",""
"6294" TT,"33751",""
"6298" TT,"238811",""
"6404" TT,"141921",""
"6405" TT,"141832","09:27:23.31"
"6409" TT,"24070",""
"6411" TT,"733638","13:29:16.17"
"6412" TT,"252857","13:19:30.13"
"6414" TT,"325663","13:29:03.27"
"6415" TT,"52168","13:32:09.11"
"6417" TT,"22055",""
"6422" TT,"166705","13:09:39.77"
"6426" TT,"752597",""
"6431" TT,"69820",""
"6432" TT,"21061",""
"6435" TT,"970736",""
"6438" TT,"782225",""
"6442" TT,"226508","09:27:23.33"
"6443" TT,"562371",""
"6449" TT,"233753","13:24:33.19"
"6451" TT,"840","12:48:31.61"
"6452" TT,"71334","13:25:23.86"
"6456" TT,"3985491","13:23:07.01"
"6462" TT,"986482",""
"6464" TT,"4282",""
"6470" TT,"130776",""
"6477" TT,"14525",""
"6485" TT,"92406",""
"6486" TT,"374948",""
"6488" TT,"1768266","13:25:03.18"
"6496" TT,"43701",""
"6504" TT,"28915",""
"6505" TT,"574361","13:29:19.99"
"6506" TT,"56048",""
"6508" TT,"25416",""
"6509" TT,"374444",""
"6510" TT,"108593",""
"6523" TT,"13560",""
"6525" TT,"331720","09:45:31.86"
"6531" TT,"101591",""
"6532" TT,"196178",""
"6538" TT,"7358",""
"6542" TT,"25184",""
"6548" TT,"28023",""
"6552" TT,"299753","13:29:14.35"
"6554" TT,"376868",""
"6568" TT,"221379",""
"6569" TT,"36266",""
"6603" TT,"119943",""
"6605" TT,"22261","13:29:05.75"
"6609" TT,"32281",""
"6803" TT,"26277","13:23:37.76"
"8011" TT,"498023","13:29:04.99"
"8016" TT,"383985","13:29:23.93"
"8021" TT,"251003","13:25:01.79"
"8024" TT,"28998",""
"8027" TT,"181063","13:24:49.45"
"8032" TT,"6029",""
"8034" TT,"0",""
"8038" TT,"275296","09:30:04.38"
"8039" TT,"1015231","13:29:30.60"
"8040" TT,"0",""
"8042" TT,"218557","13:24:44.35"
"8043" TT,"30517",""
"8044" TT,"232311","13:29:25.80"
"8046" TT,"181321","13:24:03.55"
"8047" TT,"3952",""
"8048" TT,"23537",""
"8049" TT,"741465",""
"8050" TT,"119467","13:24:59.15"
"8054" TT,"228730","13:24:52.22"
"8059" TT,"81021",""
"8064" TT,"781156","13:24:41.12"
"8066" TT,"61492",""
"8068" TT,"0",""
"8069" TT,"3638295","13:20:05.88"
"8070" TT,"102006","13:24:26.49"
"8071" TT,"587944",""
"8074" TT,"45322",""
"8076" TT,"289135","13:29:21.85"
"8080" TT,"0",""
"8081" TT,"67076","13:28:53.85"
"8083" TT,"14102",""
"8085" TT,"0",""
"8086" TT,"1369328","13:29:14.40"
"8088" TT,"97078",""
"8091" TT,"276094","13:24:48.25"
"8093" TT,"0",""
"8096" TT,"312096",""
"8097" TT,"5615",""
"8099" TT,"55831",""
"8103" TT,"102336",""
"8105" TT,"3305145","13:24:38.17"
"8107" TT,"507652","10:18:50.70"
"8109" TT,"16440",""
"8110" TT,"639036","13:26:04.85"
"8111" TT,"0",""
"8112" TT,"3158258","13:25:30.66"
"8114" TT,"52227","13:23:42.43"
"8121" TT,"0",""
"8131" TT,"240927","13:25:01.86"
"8147" TT,"9541",""
"8150" TT,"1379752","13:25:36.79"
"8155" TT,"323585",""
"8163" TT,"329150",""
"8171" TT,"25883",""
"8176" TT,"121471",""
"8182" TT,"168764",""
"8183" TT,"795753","13:24:25.48"
"8201" TT,"148503",""
"8210" TT,"67555","13:24:15.06"
"8213" TT,"146657","13:29:24.74"
"8215" TT,"483410","13:24:43.21"
"8222" TT,"73337",""
"8234" TT,"85900",""
"8240" TT,"13257",""
"8249" TT,"220439","09:27:23.24"
"8255" TT,"60738",""
"8261" TT,"175098",""
"8271" TT,"267539","13:25:01.93"
"8277" TT,"120431",""
"8287" TT,"238011",""
"8289" TT,"28523",""
"8299" TT,"620344","13:24:15.28"
"8341" TT,"148421","13:24:49.47"
"8349" TT,"169124","13:24:52.43"
"8354" TT,"21055",""
"8358" TT,"5341007",""
"8374" TT,"1173399","13:24:41.20"
"8383" TT,"432359","13:24:43.23"
"8390" TT,"94224",""
"8401" TT,"94184",""
"8403" TT,"117433",""
"8404" TT,"335751","13:29:20.84"
"8406" TT,"242753","13:29:08.72"
"8410" TT,"46044",""
"8411" TT,"57792","13:24:19.27"
"8415" TT,"51646",""
"8418" TT,"10946",""
"8420" TT,"7221",""
"8421" TT,"21834",""
"8422" TT,"39284","13:29:19.81"
"8424" TT,"13954",""
"8426" TT,"7947",""
"8427" TT,"4720",""
"8429" TT,"273554","13:23:53.66"
"8431" TT,"45011",""
"8432" TT,"14728",""
"8433" TT,"50794",""
"8435" TT,"34262",""
"8436" TT,"263887","13:25:54.61"
"8437" TT,"9591",""
"8442" TT,"4500",""
"8443" TT,"26695",""
"8444" TT,"10360",""
"8446" TT,"34434",""
"8450" TT,"21771",""
"8454" TT,"24876","13:29:02.32"
"8462" TT,"93528",""
"8463" TT,"24992",""
"8464" TT,"177720","13:24:00.21"
"8466" TT,"34202",""
"8467" TT,"2000",""
"8473" TT,"57098","13:29:26.83"
"8480" TT,"12740",""
"8488" TT,"2662",""
"8489" TT,"61881",""
"8905" TT,"102327",""
"8906" TT,"0",""
"8908" TT,"1947",""
"8913" TT,"0",""
"8916" TT,"148408","13:24:52.04"
"8917" TT,"526",""
"8923" TT,"1864",""
"8924" TT,"520512","11:25:40.25"
"8926" TT,"195096","13:29:17.94"
"8927" TT,"84957",""
"8928" TT,"59995",""
"8929" TT,"515499",""
"8930" TT,"45630",""
"8931" TT,"9676",""
"8933" TT,"210976",""
"8935" TT,"0",""
"8936" TT,"275112","13:24:21.09"
"8937" TT,"33996",""
"8938" TT,"372912","13:29:04.93"
"8940" TT,"6019",""
"8941" TT,"11015",""
"8942" TT,"113550","13:29:02.86"
"8996" TT,"77443","13:24:24.19"
"9103" TT,"73587",""
"9105" TT,"497506",""
"911616" TT,"254850",""
"9136" TT,"256285","11:19:36.35"
"9802" TT,"199994","13:24:37.35"
"9902" TT,"73512",""
"9904" TT,"880216","13:24:25.52"
"9905" TT,"54624",""
"9906" TT,"31035",""
"9907" TT,"213777","13:28:00.48"
"9908" TT,"25528","13:23:43.07"
"9910" TT,"304829","13:29:22.86"
"9911" TT,"227360",""
"9912" TT,"76412",""
"9914" TT,"2499","13:32:51.96"
"9917" TT,"52288","13:29:01.77"
"9918" TT,"2359",""
"9919" TT,"74247",""
"9921" TT,"134366","13:29:27.90"
"9924" TT,"110577",""
"9925" TT,"68144","13:23:52.46"
"9926" TT,"1886",""
"9927" TT,"172117","13:24:31.08"
"9930" TT,"14145","13:23:41.75"
"9931" TT,"633",""
"9933" TT,"303071","13:29:08.02"
"9934" TT,"1029576","13:29:10.64"
"9937" TT,"9598",""
"9938" TT,"188841","13:32:52.81"
"9939" TT,"374762","13:29:02.66"
"9940" TT,"82808","13:24:05.89"
"9941" TT,"354398","13:29:22.85"
"9942" TT,"25186","13:24:01.09"
"9943" TT,"54231","13:24:00.44"
"9944" TT,"43465",""
"9945" TT,"618959","13:29:59.91"
"9946" TT,"31236",""
"9949" TT,"10890",""
"9950" TT,"16483",""
"9951" TT,"140660","13:29:13.87"
"9955" TT,"28485",""
"9958" TT,"49034",""
"9960" TT,"19446",""
"9962" TT,"45524",""
